lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.0,0.0,0.0,0.3750658333301544,-0.2601817846298218,-0.1138208881020546,0.6055271029472351,-0.6925656199455261,-0.13913778960704803,0.6455286145210266,-1.0585532188415527,-0.1707916110754013,0.5931556224822998,-1.3414866924285889,-0.1808529794216156,0.30339619517326355,-1.036817193031311,-0.009902242571115494,0.43553802371025085,-1.2465296983718872,-0.2269284576177597,0.4589747488498688,-0.927340567111969,-0.3545398712158203,0.4564039409160614,-0.6439396142959595,-0.38877835869789124,0.0441325306892395,-0.9989492893218994,-0.012080981396138668,0.2057974636554718,-1.1631813049316406,-0.2475878745317459,0.2514461278915405,-0.7802852392196655,-0.30720144510269165,0.2689065635204315,-0.4874277412891388,-0.27448272705078125,-0.19769644737243652,-0.926874577999115,-0.04985002055764198,0.00126194441691041,-0.9653937220573425,-0.27546483278274536,0.04393157362937927,-0.6043054461479187,-0.2407461702823639,0.04287504032254219,-0.368236243724823,-0.1391863226890564,-0.4339931011199951,-0.8258088231086731,-0.09745464473962784,-0.22148479521274567,-0.8696222901344299,-0.22762896120548248,-0.1749536395072937,-0.5906785130500793,-0.17704415321350098,-0.1797771155834198,-0.41450628638267517,-0.0882495641708374,A
0.0,0.0,0.0,0.3695982098579407,-0.22739461064338684,-0.08160550147294998,0.5966283679008484,-0.6577581763267517,-0.09730973839759827,0.6364501118659973,-1.0194700956344604,-0.121034637093544,0.6002267003059387,-1.2861913442611694,-0.1263943910598755,0.2829130291938782,-1.014742136001587,-0.027850912883877754,0.45570462942123413,-1.1922670602798462,-0.2142593413591385,0.47500646114349365,-0.8832119107246399,-0.31933289766311646,0.4611830413341522,-0.6226236820220947,-0.3478582501411438,0.03483456373214722,-0.9987501502037048,-0.03575248643755913,0.2504027187824249,-1.0705476999282837,-0.22205990552902222,0.2773306667804718,-0.7110550999641418,-0.25887829065322876,0.27278614044189453,-0.44864028692245483,-0.23055221140384674,-0.18829353153705597,-0.9354391694068909,-0.07166294008493423,0.05653245002031326,-0.9022406339645386,-0.25315576791763306,0.09129069000482559,-0.5600507855415344,-0.2141072154045105,0.08307325839996338,-0.32725757360458374,-0.12963204085826874,-0.4028652012348175,-0.8396309018135071,-0.1163196787238121,-0.16156159341335297,-0.7979118824005127,-0.22659078240394592,-0.1203170120716095,-0.5199368596076965,-0.1899701952934265,-0.1270989179611206,-0.3445438742637634,-0.12150727957487106,A
0.0,0.0,0.0,0.33059483766555786,-0.25242727994918823,-0.14967642724514008,0.5633188486099243,-0.7299076914787292,-0.17816899716854095,0.6256424784660339,-1.1262704133987427,-0.20274342596530914,0.6083443760871887,-1.4427039623260498,-0.20891928672790527,0.34642767906188965,-1.0379605293273926,-0.036104366183280945,0.32861366868019104,-1.3178273439407349,-0.23203547298908234,0.24630847573280334,-1.042667269706726,-0.3473166227340698,0.2232179045677185,-0.759048581123352,-0.37641674280166626,0.054091788828372955,-0.998458981513977,-0.012031654827296734,0.03227092698216438,-1.2609690427780151,-0.23164261877536774,-0.008498297072947025,-0.9096536636352539,-0.30001235008239746,0.011120791547000408,-0.5876017808914185,-0.2751784026622772,-0.2035508006811142,-0.9322239756584167,-0.022924453020095825,-0.22699926793575287,-1.122092843055725,-0.2328675538301468,-0.21090182662010193,-0.7725663781166077,-0.21643255650997162,-0.16415566205978394,-0.48679858446121216,-0.12981264293193817,-0.434747576713562,-0.8372913599014282,-0.04553592950105667,-0.45438581705093384,-1.0051662921905518,-0.18485847115516663,-0.4257713854312897,-0.7525548934936523,-0.15369866788387299,-0.3818553686141968,-0.5439136624336243,-0.07666850090026855,A
0.0,0.0,0.0,0.3333088457584381,-0.29104340076446533,-0.12031936645507812,0.5263126492500305,-0.7294183373451233,-0.1581571251153946,0.5221391320228577,-1.0933194160461426,-0.20604926347732544,0.4831952750682831,-1.3947789669036865,-0.23067142069339752,0.20005150139331818,-1.0575895309448242,-0.014698382467031479,0.3008418381214142,-1.28007173538208,-0.2411077320575714,0.339128702878952,-0.9887151122093201,-0.3709159791469574,0.3466290831565857,-0.7249149680137634,-0.40870946645736694,-0.0475328303873539,-0.9984166026115417,-0.029986949637532234,0.09407123178243637,-1.1984491348266602,-0.2827693521976471,0.15897338092327118,-0.8198451399803162,-0.3520391881465912,0.18893344700336456,-0.5315051078796387,-0.3276461958885193,-0.285664826631546,-0.9037729501724243,-0.08137103915214539,-0.10027312487363815,-1.0239022970199585,-0.3446293771266937,-0.03407910093665123,-0.6319432258605957,-0.3117135167121887,-0.014933719299733639,-0.3704381585121155,-0.20300167798995972,-0.5249349474906921,-0.7724918723106384,-0.1421164870262146,-0.31297188997268677,-0.867884635925293,-0.3108818829059601,-0.23169738054275513,-0.5934760570526123,-0.26814010739326477,-0.21695144474506378,-0.4029964208602905,-0.17927949130535126,A
0.0,0.0,0.0,0.3342283070087433,-0.27254518866539,-0.11620906740427017,0.5338232517242432,-0.73966383934021,-0.1468309760093689,0.528897762298584,-1.1106818914413452,-0.18676260113716125,0.49021798372268677,-1.4028764963150024,-0.20414064824581146,0.21414172649383545,-1.0554486513137817,-0.024114659056067467,0.3135610818862915,-1.264989972114563,-0.2516506016254425,0.34687167406082153,-0.9662429690361023,-0.3783683776855469,0.3592080771923065,-0.6988712549209595,-0.4131660759449005,-0.03911300376057625,-0.9983607530593872,-0.04171522334218025,0.10838133096694946,-1.1850138902664185,-0.2944217622280121,0.16665266454219818,-0.8072245121002197,-0.3566247224807739,0.19933654367923737,-0.5137853026390076,-0.32690751552581787,-0.2790035903453827,-0.906322717666626,-0.095111183822155,-0.09725597500801086,-1.0249266624450684,-0.3569559156894684,-0.031359706073999405,-0.6289979815483093,-0.3214631974697113,-0.00276608532294631,-0.3567984402179718,-0.21188493072986603,-0.5129123330116272,-0.7759881019592285,-0.15810412168502808,-0.31001216173171997,-0.8658124804496765,-0.3312462270259857,-0.22701692581176758,-0.5888464450836182,-0.2928110361099243,-0.19919481873512268,-0.39157047867774963,-0.20654138922691345,A
0.0,0.0,0.0,0.330445796251297,-0.2797492742538452,-0.1180003434419632,0.5252244472503662,-0.7211111187934875,-0.1543915718793869,0.5332731604576111,-1.090022325515747,-0.20171721279621124,0.49299588799476624,-1.3937747478485107,-0.22701852023601532,0.2287019044160843,-1.0533313751220703,-0.004480755887925625,0.3216454088687897,-1.2787435054779053,-0.23523642122745514,0.35961925983428955,-0.9930880665779114,-0.37213870882987976,0.37000772356987,-0.7254626154899597,-0.4124055802822113,-0.0168436449021101,-0.9996556639671326,-0.01997728832066059,0.11426408588886261,-1.199824333190918,-0.2704324722290039,0.17072218656539917,-0.8252301216125488,-0.34069544076919556,0.20031960308551788,-0.5360115766525269,-0.3159419298171997,-0.25691983103752136,-0.9084732532501221,-0.07299495488405228,-0.08704929798841476,-1.0196913480758667,-0.33319324254989624,-0.028337253257632256,-0.6357937455177307,-0.30381783843040466,-0.004276698920875788,-0.37844109535217285,-0.19680143892765045,-0.49488043785095215,-0.7796035408973694,-0.13540512323379517,-0.29951155185699463,-0.8744713068008423,-0.2994334399700165,-0.221207395195961,-0.606431245803833,-0.25737157464027405,-0.1995168924331665,-0.4163503646850586,-0.16895762085914612,A
0.0,0.0,0.0,0.35573917627334595,-0.27642959356307983,-0.11828842759132385,0.5617473125457764,-0.7094522714614868,-0.15365424752235413,0.5643123984336853,-1.0787800550460815,-0.20033501088619232,0.5388074517250061,-1.381879448890686,-0.22485271096229553,0.2556838095188141,-1.0462816953659058,0.0007424369105137885,0.3649572730064392,-1.272251844406128,-0.2338068187236786,0.38796645402908325,-0.985847532749176,-0.37211233377456665,0.3888731002807617,-0.7158464789390564,-0.41316235065460205,0.009073731489479542,-0.9998084306716919,-0.017171334475278854,0.1518149971961975,-1.215703010559082,-0.2764979302883148,0.1933906525373459,-0.8445689678192139,-0.3511231541633606,0.2186109721660614,-0.5468575358390808,-0.32556501030921936,-0.2307100147008896,-0.9122858047485352,-0.07306690514087677,-0.06140764430165291,-1.0444183349609375,-0.34111952781677246,-0.010643170215189457,-0.6572089195251465,-0.31273454427719116,0.01480921357870102,-0.39057397842407227,-0.20346543192863464,-0.47276875376701355,-0.78033447265625,-0.1382112205028534,-0.28098824620246887,-0.8846991062164307,-0.3127218782901764,-0.20065148174762726,-0.6111910939216614,-0.2733191251754761,-0.16915595531463623,-0.4124374985694885,-0.18347986042499542,A
0.0,0.0,0.0,0.35916468501091003,-0.28172633051872253,-0.13297121226787567,0.5875645279884338,-0.7302924394607544,-0.17589333653450012,0.5892105102539062,-1.117458701133728,-0.22447240352630615,0.529323935508728,-1.4226573705673218,-0.24937638640403748,0.2553863227367401,-1.0580642223358154,-0.045248258858919144,0.3484955430030823,-1.2941457033157349,-0.265190064907074,0.36510834097862244,-0.9844877123832703,-0.3798389434814453,0.3575400114059448,-0.7137976884841919,-0.40835878252983093,0.0009251587907783687,-0.9985182285308838,-0.054355718195438385,0.13500531017780304,-1.2132768630981445,-0.30081215500831604,0.17900168895721436,-0.8205880522727966,-0.35622406005859375,0.19513364136219025,-0.525641143321991,-0.3257727026939392,-0.2442622035741806,-0.9055852890014648,-0.09880096465349197,-0.07439543306827545,-1.0623127222061157,-0.3568289279937744,-0.015278151258826256,-0.6559685468673706,-0.3117072284221649,0.002683467697352171,-0.37637799978256226,-0.19856911897659302,-0.49197107553482056,-0.7747741937637329,-0.153565913438797,-0.3021858334541321,-0.898853063583374,-0.3255854547023773,-0.21671472489833832,-0.6186030507087708,-0.28142300248146057,-0.19483277201652527,-0.41626739501953125,-0.19300886988639832,A
0.0,0.0,0.0,0.3472296893596649,-0.2457604855298996,-0.1286088228225708,0.5857940316200256,-0.6923930048942566,-0.16357724368572235,0.6185207366943359,-1.070378303527832,-0.2062247395515442,0.5968694686889648,-1.379163146018982,-0.22589068114757538,0.298065185546875,-1.046812891960144,-0.017141493037343025,0.39710870385169983,-1.2737560272216797,-0.24771782755851746,0.39176157116889954,-0.9678006172180176,-0.37772488594055176,0.37185320258140564,-0.6898976564407349,-0.41193145513534546,0.04093841463327408,-0.9987847208976746,-0.02733551152050495,0.1703425645828247,-1.2073020935058594,-0.2797837555408478,0.18940764665603638,-0.8261579871177673,-0.34413427114486694,0.20301467180252075,-0.5220098495483398,-0.31180834770202637,-0.20724481344223022,-0.9142772555351257,-0.07602082937955856,-0.05660330131649971,-1.042352318763733,-0.3356286883354187,-0.01517122145742178,-0.6478023529052734,-0.3014968931674957,0.009723213501274586,-0.37670284509658813,-0.1901538223028183,-0.4552796483039856,-0.7920966148376465,-0.1347261220216751,-0.2816596031188965,-0.8991900682449341,-0.3008236289024353,-0.21593129634857178,-0.6241790056228638,-0.257811963558197,-0.19082693755626678,-0.4300529360771179,-0.16712163388729095,A
0.0,0.0,0.0,0.37909960746765137,-0.24200387299060822,-0.14613492786884308,0.6245245337486267,-0.7069548964500427,-0.19133257865905762,0.6420280337333679,-1.116953730583191,-0.24074922502040863,0.6271978616714478,-1.4436836242675781,-0.2658923268318176,0.3243465721607208,-1.0419918298721313,-0.05307139828801155,0.4310201108455658,-1.2996751070022583,-0.29842662811279297,0.4260398745536804,-0.984085202217102,-0.42688170075416565,0.404298335313797,-0.6915854215621948,-0.4589109718799591,0.056109700351953506,-0.9965636134147644,-0.060879796743392944,0.1948407143354416,-1.2324930429458618,-0.33829447627067566,0.21430642902851105,-0.8251855373382568,-0.4037375748157501,0.21895450353622437,-0.5016414523124695,-0.3689979314804077,-0.20136092603206635,-0.9178960919380188,-0.10784837603569031,-0.049836527556180954,-1.0768444538116455,-0.39577463269233704,-0.0023754930589348078,-0.6551517844200134,-0.35487058758735657,0.019545042887330055,-0.36383870244026184,-0.2338201403617859,-0.46773016452789307,-0.803231418132782,-0.16513851284980774,-0.2968730926513672,-0.9095869660377502,-0.35825949907302856,-0.2118930071592331,-0.6167739629745483,-0.31935834884643555,-0.17468559741973877,-0.4138977825641632,-0.227987602353096,A
